words,labels,entities,term_list
"['Figure', '2', ':', 'diagramme', 'de', 'la', 'puissance', 'utile', 'sur', ""l'"", 'arbre', 'en', 'fonction', 'de', 'la', 'vitesse', 'du', 'vent', '-', 'la', 'zone', 'I', ',', 'où', 'P', '=', '0', '(', 'la', 'turbine', 'ne', 'fonctionne', 'pas', ')', ',', '-', 'la', 'zone', 'II', ',', 'dans', 'laquelle', 'la', 'puissance', 'fournie', 'sur', ""l'"", 'arbre', 'dépend', 'de', 'la', 'vitesse', 'du', 'vent', 'v', ',', '-', 'la', 'zone', 'III', ',', 'où', 'la', 'vitesse', 'de', 'rotation', 'est', 'maintenue', 'constante', 'et', 'où', 'la', 'puissance', 'P', 'fournie', 'reste', 'égale', 'à', 'Pn', ',', '-', 'la', 'zone', 'IV', ',', 'dans', 'laquelle', 'le', 'système', 'de', 'sûreté', 'de', 'fonctionnement', 'arrête', 'le', 'transfert', 'de', ""l'"", 'énergie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 6, 7), ('Term', 51, 53), ('Term', 98, 98), ('Term', 29, 29), ('Term', 47, 47), ('Term', 63, 65), ('Term', 15, 17), ('Term', 43, 44), ('Term', 72, 72)}","['arbre', 'puissance utile', 'vitesse du vent', 'énergie', 'turbine', 'arbre', 'vitesse de rotation', 'vitesse du vent', 'puissance fournie', 'puissance']"
"['Ainsi', ',', 'un', 'projet', ""d'"", 'éolienne', 'est', 'envisageable', 'si', 'la', 'vitesse', 'moyenne', 'annuelle', 'du', 'site', 'est', 'supérieure', 'à', '6', 'ou', '7', 'm', '/', 's', ',', 'soit', '21', 'à', '25', 'km', '/', 'h', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 5, 5)}",['éolienne']
"['Certains', 'sites', 'à', 'proximité', ""d'"", 'obstacles', 'sont', 'donc', 'à', 'proscrire', 'car', 'le', 'vent', 'y', 'est', 'trop', 'turbulent', '(', 'arbres', ',', 'bâtiments', ',', 'escarpements', '...', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 12, 12), ('Term', 16, 16)}","['vent', 'turbulent']"
"['De', 'manière', 'empirique', ',', 'on', 'trouve', 'les', 'sites', 'propices', 'à', ""l'"", 'installation', ""d'"", 'éoliennes', 'en', 'observant', 'les', 'arbres', 'et', 'la', 'végétation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 13, 13)}",['éoliennes']
"['Le', 'site', 'est', 'intéressant', 'si', 'les', 'arbres', 'sont', 'courbés', 'par', 'les', 'vents', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11)}",['vents']
"['Idéalement', ',', 'une', 'installation', 'en', 'offshore', ""d'"", 'une', 'éolienne', ',', 'bien', 'que', 'plus', 'coûteuse', ',', 'peut', 'fournir', ""jusqu'"", 'à', '5', 'Mégawatts', '(', 'à', 'comparer', 'aux', 'éoliennes', 'terrestres', 'limitées', 'à', '3', 'MW', 'dans', 'des', 'sites', 'bien', 'ventés', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 5, 5), ('Term', 35, 35), ('Term', 8, 8), ('Term', 25, 26), ('Term', 30, 30), ('Term', 20, 20)}","['offshore', 'ventés', 'éolienne', 'éoliennes terrestres', 'MW', 'Mégawatts']"
"[""L'"", 'énergie', 'produite', 'par', ""l'"", 'éolienne', 'peut', 'être', 'apportée', 'au', 'réseau', 'électrique', 'ou', 'bien', 'consommée', 'directement', 'sur', 'site', '.']","['O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 11), ('Term', 1, 1), ('Term', 5, 5)}","['réseau électrique', 'énergie', 'éolienne']"
"[""L'"", 'idéal', 'serait', 'bien', 'sûr', 'de', 'stocker', 'cette', 'énergie', 'afin', 'de', 'la', 'distribuer', 'en', 'fonction', 'des', 'besoins', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 8)}",['énergie']
"['Cet', 'idéal', 'peut', 'être', 'atteint', 'pour', 'les', 'sites', 'de', 'petites', 'puissances', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10)}",['puissances']
"['Pour', 'les', 'sites', 'de', 'petite', 'puissance', ',', 'soit', 'isolés', ',', 'soit', 'raccordés', 'au', 'réseau', ',', 'on', 'utilise', 'un', 'bus', 'continu', 'intermédiaire', 'avant', 'de', 'transformer', ""l'"", 'énergie', 'en', 'courant', 'alternatif', '(', 'figure', '3', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 27, 28), ('Term', 5, 5), ('Term', 23, 23), ('Term', 25, 25), ('Term', 13, 13), ('Term', 18, 19)}","['courant alternatif', 'puissance', 'transformer', 'énergie', 'réseau', 'bus continu']"
"['Figure', '3', ':', 'schéma', 'général', 'de', 'la', 'chaîne', 'de', 'conversion', 'en', 'petite', 'puissance', '(', 'NB', ':', 'AC', '=', 'courant', 'alternatif', '/', 'DC', '=', 'courant', 'continu', ')', 'Ce', 'bus', 'continu', 'présente', ""l'"", 'avantage', ""d'"", 'interconnecter', 'plus', 'aisément', 'divers', 'systèmes', 'de', 'production', '(', 'éolien', ',', 'photovoltaïque', ',', 'pile', 'à', 'combustible', '...', ')', 'et', 'des', 'batteries', 'électrochimiques', 'qui', 'peuvent', 'se', 'trouver', 'directement', 'en', 'tampon', 'sur', 'de', 'tels', 'bus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 23, 24), ('Term', 45, 47), ('Term', 7, 9), ('Term', 27, 28), ('Term', 33, 33), ('Term', 41, 41), ('Term', 43, 43), ('Term', 64, 64), ('Term', 52, 53), ('Term', 18, 19), ('Term', 12, 12)}","['courant continu', 'pile à combustible', 'chaîne de conversion', 'bus continu', 'interconnecter', 'éolien', 'photovoltaïque', 'bus', 'batteries électrochimiques', 'courant alternatif', 'puissance']"
"['Pour', 'simplifier', ',', 'nous', 'pouvons', 'classer', 'les', 'éoliennes', 'en', 'deux', 'catégories', 'en', 'fonction', 'de', 'leur', 'puissance', 'et', 'de', 'leur', 'usage', '(', 'industriel', 'ou', 'domestique', ')', ':', '-', 'Les', 'éoliennes', 'de', 'faible', 'puissance', '(', '<', '100', 'KW', ')', 'qui', 'sont', 'généralement', 'installés', 'par', 'des', 'particuliers', 'ou', 'des', 'entreprises', 'pour', 'des', 'besoins', 'énergétiques', 'ciblés', '(', 'exemple', 'alimentation', ""d'"", 'une', 'ferme', 'isolé', 'et', 'non', 'raccordé', 'au', 'réseau', 'électrique', ')', 'que', 'nous', 'désignerons', 'sous', 'le', 'terme', ""d'"", 'éolien', 'domestique', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 50, 50), ('Term', 28, 31), ('Term', 35, 35), ('Term', 7, 7), ('Term', 15, 15), ('Term', 63, 64), ('Term', 73, 74)}","['énergétiques', 'éoliennes de faible puissance', 'KW', 'éoliennes', 'puissance', 'réseau électrique', 'éolien domestique']"
"['-', 'Les', 'éoliennes', 'de', 'puissance', 'moyenne', 'à', 'élevée', '(', '>', '100', 'KW', ')', 'qui', 'sont', 'le', 'plus', 'souvent', 'couplées', 'au', 'réseau', 'électrique', 'et', 'installées', 'par', 'groupes', ',', 'appelés', 'fermes', ',', 'que', 'nous', 'désignerons', 'sous', 'le', 'terme', ""d'"", 'éolien', 'industriel', '.']","['O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 37, 38), ('Term', 11, 11), ('Term', 2, 5), ('Term', 20, 21)}","['éolien industriel', 'KW', 'éoliennes de puissance moyenne', 'réseau électrique']"
"['Maintenant', 'que', 'nous', 'comprenons', 'un', 'peu', 'mieux', 'la', 'manière', 'dont', 'fonctionne', 'une', 'éolienne', 'intéressons', 'nous', 'aux', 'différents', 'types', ""d'"", 'éoliennes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 19, 19), ('Term', 12, 12)}","['éoliennes', 'éolienne']"
"[""L'"", 'éolien', 'Domestique', 'Pourquoi', 'ne', 'pas', 'faire', 'de', ""l'"", 'éolien', 'en', 'autoconsommation', 'dans', 'chaque', 'foyer', '?', '.']","['O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 9), ('Term', 1, 2)}","['éolien', 'éolien Domestique']"
"['Une', 'machine', 'de', 'puissance', 'réduite', 'fournirait', 'du', 'courant', 'à', 'notre', 'maison', '.']","['O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 3, 3), ('Term', 1, 1), ('Term', 7, 7)}","['puissance', 'machine', 'courant']"
"['Quand', 'la', 'maison', 'consomme', 'plus', 'que', ""l'"", 'éolienne', 'ne', 'fournit', ',', 'la', 'maison', 'consomme', 'de', ""l'"", 'énergie', 'sur', 'le', 'réseau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 19, 19), ('Term', 7, 7), ('Term', 16, 16)}","['réseau', 'éolienne', 'énergie']"
"['Par', 'contre', ',', 'quand', ""l'"", 'éolienne', 'produit', 'plus', 'que', 'consomme', 'la', 'maison', ',', ""l'"", 'excédent', '(', 'qui', 'techniquement', 'doit', 'pouvoir', 'être', 'absorbé', ')', 'est', 'reversé', 'sur', 'le', 'réseau', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 27, 27), ('Term', 5, 5)}","['réseau', 'éolienne']"
"['Au', 'total', 'on', 'consomme', 'moins', ""d'"", 'électricité', 'du', 'réseau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 8, 8)}","['électricité', 'réseau']"
"['Autre', 'alternative', 'possible', ',', 'une', 'éolienne', 'de', 'puissance', 'réduite', 'fournit', 'du', 'courant', 'à', 'une', 'machine', 'isolée', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 11, 11), ('Term', 14, 14), ('Term', 5, 5), ('Term', 7, 7)}","['courant', 'machine', 'éolienne', 'puissance']"
"['Par', 'exemple', ',', 'au', 'bout', 'de', 'notre', 'jardin', ',', 'nous', 'avons', 'un', 'puits', 'et', 'la', 'nécessité', 'pour', 'en', 'puiser', ""l'"", 'eau', ',', 'soit', ""d'"", 'y', 'adjoindre', 'une', 'pompe', 'électrique', 'soit', 'une', 'pompe', 'mécanique', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 31, 32), ('Term', 27, 28)}","['pompe mécanique', 'pompe électrique']"
"['La', 'mise', 'en', 'place', ""d'"", 'une', 'éolienne', 'nous', 'éviterait', 'de', 'devoir', 'raccorder', 'au', 'réseau', 'notre', 'pompe', 'ou', 'nous', 'permettrait', 'de', 'puiser', 'mécaniquement', ""l'"", 'eau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 13, 13), ('Term', 15, 15), ('Term', 21, 21)}","['éolienne', 'réseau', 'pompe', 'mécaniquement']"
"[""L'"", 'idée', 'est', 'séduisante', 'mais', 'sa', 'concrétisation', 'est', 'plus', 'difficile', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Comme', 'nous', ""l'"", 'avons', 'vu', 'précédemment', ',', ""l'"", 'emplacement', ""d'"", 'une', 'éolienne', 'vis', 'à', 'vis', 'du', 'vent', 'est', 'essentiel', 'pour', 'son', 'rendement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 16, 16), ('Term', 21, 21)}","['éolienne', 'vent', 'rendement']"
"['Il', 'faudrait', 'que', 'notre', 'jardin', 'soit', 'exposé', 'à', 'un', 'régime', 'de', 'vent', 'suffisant', 'et', 'régulier', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 11, 11)}",['vent']
"['De', 'plus', ',', 'la', 'fabrication', 'et', 'la', 'distribution', 'de', 'ce', 'type', ""d'"", 'éolienne', 'restent', 'confidentielles', 'en', 'France', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 12, 12), ('Term', 16, 16)}","['éolienne', 'France']"
"[""L'"", 'investissement', 'reste', 'donc', 'élevé', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Une', 'éolienne', 'de', '1', 'kW', 'coûte', '5000', '€', ',', 'une', 'éolienne', 'de', '10', 'kW', 'coûte', 'prés', 'de', '20', '000', '€', '.']","['O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 1, 1), ('Term', 4, 4), ('Term', 13, 13)}","['éolienne', 'éolienne', 'kW', 'kW']"
"['Il', 'faut', 'savoir', ""qu'"", 'il', ""n'"", 'existe', 'pas', 'de', 'norme', 'pour', 'mesurer', 'la', 'puissance', 'réelle', ""d'"", 'une', 'éolienne', 'et', 'que', 'les', 'puissances', 'nominales', 'indiquées', 'par', 'les', 'fabricants', 'tiennent', 'compte', 'de', 'conditions', 'de', 'vent', 'favorable', 'et', 'sont', 'théoriques', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 17, 17), ('Term', 21, 22), ('Term', 32, 32), ('Term', 13, 14)}","['éolienne', 'puissances nominales', 'vent', 'puissance réelle']"
"['En', 'réalité', ',', 'le', 'rendement', 'de', 'production', ""d'"", 'une', 'éolienne', 'dépasse', 'rarement', '25', '%', 'de', 'la', 'capacité', 'nominale', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 9, 9), ('Term', 4, 4), ('Term', 16, 17)}","['éolienne', 'rendement', 'capacité nominale']"
"['Le', 'prix', 'du', 'kW', 'produit', 'sera', 'donc', 'prohibitif', ',', 'il', 'restera', 'au', 'propriétaire', 'la', 'satisfaction', ""d'"", 'avoir', 'économisée', 'une', 'petite', 'quantité', 'de', 'gaz', 'à', 'effet', 'de', 'serre', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O']","{('Term', 3, 3), ('Term', 22, 26)}","['kW', 'gaz à effet de serre']"
"['Le', 'nombre', ""d'"", 'éolienne', 'de', 'faible', 'puissance', 'implanté', 'par', 'des', 'particuliers', 'sur', 'notre', 'territoire', 'est', 'très', 'faible', ',', 'il', 'y', 'a', 'en', 'effet', 'peu', 'de', 'zones', 'isolées', 'du', 'réseau', 'électrique', 'en', 'France', '.']","['O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'IN-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'O']","{('Term', 3, 6), ('Term', 7, 7), ('Term', 31, 31), ('Term', 28, 29)}","['éolienne de faible puissance', 'implanté', 'France', 'réseau électrique']"
"['Dans', ""d'"", 'autres', 'pays', ',', 'comme', 'le', 'Canada', ',', 'les', 'Etats-Unis', ',', 'et', 'les', 'pays', 'du', 'Nord', 'de', ""l'"", 'Europe', ',', ""l'"", 'éolien', 'domestique', 'est', 'beaucoup', 'plus', 'développé', 'car', 'il', 'constitue', 'souvent', 'une', 'des', 'seules', 'sources', ""d'"", 'énergie', 'possible', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O']","{('Term', 10, 10), ('Term', 22, 23), ('Term', 35, 37), ('Term', 19, 19), ('Term', 7, 7)}","['Etats-Unis', 'éolien domestique', ""sources d' énergie"", 'Europe', 'Canada']"
"['En', 'effet', ',', 'dans', 'les', 'contrées', 'isolées', ',', ""l'"", 'utilisation', 'des', 'énergies', 'naturelles', 'comme', ""l'"", 'éolien', 'et', 'le', 'solaire', 'sont', 'les', 'seules', 'alternatives', 'aux', 'coûteux', 'groupes', 'électrogènes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 11, 12), ('Term', 15, 15)}","['électrogènes', 'énergies naturelles', 'éolien']"
"['Il', 'est', 'vrai', 'que', 'dans', 'le', 'cadre', ""d'"", 'une', 'démocratisation', 'de', 'ces', 'éoliennes', 'domestiques', ',', 'le', 'prix', 'de', ""l'"", 'investissement', 'initial', 'baisserait', 'immanquablement', 'et', 'nous', 'pourrions', 'envisager', 'de', 'tous', 'posséder', 'une', 'petite', 'éolienne', '«', ""d'"", 'appoint', '»', 'au', 'fond', 'du', 'jardin', 'ou', 'sur', 'le', 'toit', 'de', 'notre', 'immeuble', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 32, 32), ('Term', 12, 13)}","['éolienne', 'éoliennes domestiques']"
"[""D'"", 'ici', 'là', ',', 'nous', 'avons', ',', 'dans', 'notre', 'démarche', 'de', 'citoyen', ',', ""d'"", 'autres', 'alternatives', 'pour', 'préserver', 'notre', 'planète', ',', 'par', 'exemple', ':', 'la', 'géothermie', ',', 'le', 'chauffe-eau', 'solaire', ',', 'la', 'récupération', ""d'"", 'eau', 'de', 'pluie', ',', 'etc.', ""L'"", 'éolien', 'Industriel']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term']","{('Term', 40, 41), ('Term', 32, 36), ('Term', 25, 25), ('Term', 28, 29)}","['éolien Industriel', ""récupération d' eau de pluie"", 'géothermie', 'chauffe-eau solaire']"
"['Parc', 'éolien', 'en', 'Haute', 'Corse', 'Les', 'coûts', 'de', 'construction', 'et', 'de', 'maintenance', ""d'"", 'une', 'éolienne', 'augmentent', 'peu', 'en', 'fonction', 'de', 'sa', 'taille', '.']","['B-Term', 'IN-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 14, 14), ('Term', 3, 4), ('Term', 0, 1)}","['éolienne', 'Haute Corse', 'Parc éolien']"
"['Par', 'conséquence', ',', 'une', 'éolienne', 'de', 'forte', 'puissance', 'sera', 'économiquement', 'plus', 'rentable', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 7, 7), ('Term', 4, 4)}","['rentable', 'puissance', 'éolienne']"
"['Sauf', 'que', ""l'"", 'éolienne', 'elle-même', 'ne', 'représente', ""qu'"", 'un', 'tiers', 'du', 'prix', 'de', ""l'"", 'investissement', ',', 'les', 'autres', 'coûts', 'étant', 'le', 'raccordement', 'au', 'réseau', 'électrique', '(', 'ligne', 'à', 'Haute', 'Tension', ')', 'et', 'les', 'fondations', 'de', ""l'"", 'éolienne', '(', 'de', ""l'"", 'ordre', 'de', '200', 'm3', 'de', 'béton', ')', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 23, 24), ('Term', 3, 3), ('Term', 26, 29), ('Term', 36, 36)}","['réseau électrique', 'éolienne', 'ligne à Haute Tension', 'éolienne']"
"['Tout', ""d'"", 'abord', ',', 'voici', 'quelques', 'chiffres', 'pour', 'avoir', 'une', 'idée', 'de', 'la', 'taille', ""d'"", 'une', 'éolienne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 16, 16)}",['éolienne']
"['Tableau', '1', 'Classification', 'des', 'turbines', 'éoliennes', 'Les', 'éoliennes', 'domestiques', 'sont', 'les', 'petites', 'éoliennes', '(', 'moins', 'de', '12', 'm', ')', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 12), ('Term', 7, 8), ('Term', 4, 5)}","['petites éoliennes', 'éoliennes domestiques', 'turbines éoliennes']"
